最热图片地址,最热热度,最热歌曲名,最热来自,最热类型,最新图片地址,最新热度,最新歌曲名,最新来自,最新类型
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/47d175e8ba2cd87c68abc6a5aba34198.jpg@s_1,w_300,h_300",7万,在生活里努力生活吧,by , 人字健人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/47d175e8ba2cd87c68abc6a5aba34198.jpg@s_1,w_300,h_300",7万,在生活里努力生活吧,by , 人字健人
"http://hiphotos.qianqian.com/ting/pic/item/962bd40735fae6cdc8acb3560cb30f2442a70fe8.jpg@s_1,w_300,h_300",35万,浪漫八月，一起遇见“七夕”,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/962bd40735fae6cdc8acb3560cb30f2442a70fe8.jpg@s_1,w_300,h_300",35万,浪漫八月，一起遇见“七夕”,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/7a899e510fb30f2434a1b5ddcd95d143ad4b0330.jpg@s_1,w_300,h_300",11万,才会相思，便害相思,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/7a899e510fb30f2434a1b5ddcd95d143ad4b0330.jpg@s_1,w_300,h_300",11万,才会相思，便害相思,by , 太合音乐人
"http://musicugc.qianqian.com/ugcdiy/pic/2af1d196ee52a6a167d881efa078fa5d.jpg@s_1,w_300,h_300",8万,我曾经很喜欢你，但也只是曾经,by , 风一样的小汉子,"http://musicugc.qianqian.com/ugcdiy/pic/2af1d196ee52a6a167d881efa078fa5d.jpg@s_1,w_300,h_300",8万,我曾经很喜欢你，但也只是曾经,by , 风一样的小汉子
"http://hiphotos.qianqian.com/ting/pic/item/8cb1cb134954092324f0f23a9658d109b2de49dd.jpg@s_1,w_300,h_300",102万,中国风歌曲来袭,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/8cb1cb134954092324f0f23a9658d109b2de49dd.jpg@s_1,w_300,h_300",102万,中国风歌曲来袭,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/30ef0f4594a170243eb9c3befb72d1c0.jpg@s_1,w_300,h_300",9万, 春节假期，我们一起来追剧吧,by , 孔了个孔小明,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/30ef0f4594a170243eb9c3befb72d1c0.jpg@s_1,w_300,h_300",9万, 春节假期，我们一起来追剧吧,by , 孔了个孔小明
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f9f2945f3e68217abadc383d8c9ed580.jpg@s_1,w_300,h_300",7万,极致纯音乐，荡漾心灵,by , 企鹅老大,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f9f2945f3e68217abadc383d8c9ed580.jpg@s_1,w_300,h_300",7万,极致纯音乐，荡漾心灵,by , 企鹅老大
"http://hiphotos.qianqian.com/ting/pic/item/0823dd54564e92582c6b12e29a82d158ccbf4e5b.jpg@s_1,w_300,h_300",30万,我歌月徘徊,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/0823dd54564e92582c6b12e29a82d158ccbf4e5b.jpg@s_1,w_300,h_300",30万,我歌月徘徊,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f7ce406c38e58358f2537d8fd0c0f76f.jpg@s_1,w_300,h_300",7万,青梅竹马两无猜，无尘亦无垢,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f7ce406c38e58358f2537d8fd0c0f76f.jpg@s_1,w_300,h_300",7万,青梅竹马两无猜，无尘亦无垢,by , 弱水悠悠
"http://musicugc.qianqian.com/ugcdiy/pic/d616791655bda1f80ce39d7f63981250.jpg@s_1,w_300,h_300",28万,让孩子快乐的儿童舞蹈歌曲,by , 开森笨小孩儿,"http://musicugc.qianqian.com/ugcdiy/pic/d616791655bda1f80ce39d7f63981250.jpg@s_1,w_300,h_300",28万,让孩子快乐的儿童舞蹈歌曲,by , 开森笨小孩儿
"http://hiphotos.qianqian.com/ting/pic/item/b64543a98226cffcd5b2ba59bc014a90f703ea45.jpg@s_1,w_300,h_300",5288,有一种声音叫做夏天,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/b64543a98226cffcd5b2ba59bc014a90f703ea45.jpg@s_1,w_300,h_300",5288,有一种声音叫做夏天,by , 太合音乐人
"http://hiphotos.qianqian.com/ting/pic/item/8ad4b31c8701a18b7fc030ea9b2f07082838fe68.jpg@s_1,w_300,h_300",28万,女声独立民谣精选,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/8ad4b31c8701a18b7fc030ea9b2f07082838fe68.jpg@s_1,w_300,h_300",28万,女声独立民谣精选,by , 千千音乐
"http://ugcpic.qianqian.com/ugcdiy/pic/bos_ugcclient_14732343924c897e6266baed1cd8feb0d1d3e1976f.jpg@s_1,w_300,h_300",5万,歌里道不尽的相思,by , 太合音乐人,"http://ugcpic.qianqian.com/ugcdiy/pic/bos_ugcclient_14732343924c897e6266baed1cd8feb0d1d3e1976f.jpg@s_1,w_300,h_300",5万,歌里道不尽的相思,by , 太合音乐人
"http://hiphotos.qianqian.com/ting/pic/item/64380cd7912397dd9b2b87e05e82b2b7d1a28787.jpg@s_1,w_300,h_300",35万,因选秀爆红的他们,by , 一杯清茶和老歌,"http://hiphotos.qianqian.com/ting/pic/item/64380cd7912397dd9b2b87e05e82b2b7d1a28787.jpg@s_1,w_300,h_300",35万,因选秀爆红的他们,by , 一杯清茶和老歌
"http://musicugc.qianqian.com/ugcdiy/pic/6d9a0f82157f01d1666f9bb1b25a044a.jpg@s_1,w_300,h_300",6万,惟愿终生等候，换你刹那凝眸,by , 爱上喵星人,"http://musicugc.qianqian.com/ugcdiy/pic/6d9a0f82157f01d1666f9bb1b25a044a.jpg@s_1,w_300,h_300",6万,惟愿终生等候，换你刹那凝眸,by , 爱上喵星人
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_601b3aa0789964a37807cb233fb9a23f.jpg@s_1,w_300,h_300",67万,"这些旋律,入耳即醉",by , 傲娇娇,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_601b3aa0789964a37807cb233fb9a23f.jpg@s_1,w_300,h_300",67万,"这些旋律,入耳即醉",by , 傲娇娇
"http://musicugc.qianqian.com/ugcdiy/pic/643a08a3359192f4f928dc51bcb372b3.jpg@s_1,w_300,h_300",10万,感谢曾经爱过：唱给前任的告别情歌,by , 电影怪蜀黍,"http://musicugc.qianqian.com/ugcdiy/pic/643a08a3359192f4f928dc51bcb372b3.jpg@s_1,w_300,h_300",10万,感谢曾经爱过：唱给前任的告别情歌,by , 电影怪蜀黍
"http://hiphotos.qianqian.com/ting/pic/item/b58f8c5494eef01f77ed6cb2e7fe9925bd317dcf.jpg@s_1,w_300,h_300",16万,听着歌儿，走进春天,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/b58f8c5494eef01f77ed6cb2e7fe9925bd317dcf.jpg@s_1,w_300,h_300",16万,听着歌儿，走进春天,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/6d11a03bd7127112706dc35d283b3c66.jpg@s_1,w_300,h_300",16万,偶像剧里的甜蜜旋律,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/6d11a03bd7127112706dc35d283b3c66.jpg@s_1,w_300,h_300",16万,偶像剧里的甜蜜旋律,by , icon迷妹
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/65c0ebb01394351d4ed8009fd9276139.jpg@s_1,w_300,h_300",38万,让你一嗨到底的DJ舞曲,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/65c0ebb01394351d4ed8009fd9276139.jpg@s_1,w_300,h_300",38万,让你一嗨到底的DJ舞曲,by , 黑金时代
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/77b87f746620a3e6ff11190945995631.jpg@s_1,w_300,h_300",9万,每日最新单曲推荐,by , 吃瓜小编,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/77b87f746620a3e6ff11190945995631.jpg@s_1,w_300,h_300",9万,每日最新单曲推荐,by , 吃瓜小编
"http://musicugc.qianqian.com/ugcdiy/pic/06be22b3cc03024fc197a08eefa6d0cc.jpg@s_1,w_300,h_300",5万,我已见过银河，但我只爱一颗星。,by , 企鹅老大,"http://musicugc.qianqian.com/ugcdiy/pic/06be22b3cc03024fc197a08eefa6d0cc.jpg@s_1,w_300,h_300",5万,我已见过银河，但我只爱一颗星。,by , 企鹅老大
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9f6a440c9b9dbcb505dd9160f8966adc.jpg@s_1,w_300,h_300",15万,每个人心中都有一个小逗比,by , 爱吃饭团的小泽泽,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9f6a440c9b9dbcb505dd9160f8966adc.jpg@s_1,w_300,h_300",15万,每个人心中都有一个小逗比,by , 爱吃饭团的小泽泽
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9cc23105370155b18aa93d580d24132e.jpg@s_1,w_300,h_300",6万,民谣 |一场清而不寡的心事,by , 企鹅老大,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9cc23105370155b18aa93d580d24132e.jpg@s_1,w_300,h_300",6万,民谣 |一场清而不寡的心事,by , 企鹅老大
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9d9cf6b723f654624408f091b4219ccf.jpg@s_1,w_300,h_300",7万,悠闲时光，听听民谣,by , 企鹅老大,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9d9cf6b723f654624408f091b4219ccf.jpg@s_1,w_300,h_300",7万,悠闲时光，听听民谣,by , 企鹅老大
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1aae908e5a49a296ecf8424d336b2ff4.jpg@s_1,w_300,h_300",9万, 第47周百度音乐新歌榜  明星DJ耀乐团为..,by , 话唠主播,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1aae908e5a49a296ecf8424d336b2ff4.jpg@s_1,w_300,h_300",9万, 第47周百度音乐新歌榜  明星DJ耀乐团为..,by , 话唠主播
"http://musicugc.qianqian.com/ugcdiy/pic/a3dd6cddec026e5cc694b2004a2b643e.jpg@s_1,w_300,h_300",9万,浅浅思念，深深遗忘,by , 只吃胡萝卜,"http://musicugc.qianqian.com/ugcdiy/pic/a3dd6cddec026e5cc694b2004a2b643e.jpg@s_1,w_300,h_300",9万,浅浅思念，深深遗忘,by , 只吃胡萝卜
"http://hiphotos.qianqian.com/ting/pic/item/b219ebc4b74543a93250886b19178a82b80114c9.jpg@s_1,w_300,h_300",5万,一周音乐热Vol.25,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/b219ebc4b74543a93250886b19178a82b80114c9.jpg@s_1,w_300,h_300",5万,一周音乐热Vol.25,by , 千千音乐
"http://musicugc.qianqian.com/ugcdiy/pic/c6d8c5baff5fc3dfde528e1b7eed1f99.jpg@s_1,w_300,h_300",12万,内地票房榜上的华语电影歌曲,by , 电影怪蜀黍,"http://musicugc.qianqian.com/ugcdiy/pic/c6d8c5baff5fc3dfde528e1b7eed1f99.jpg@s_1,w_300,h_300",12万,内地票房榜上的华语电影歌曲,by , 电影怪蜀黍
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/27c4a326861f4e4fb9e4d21117bd9b5b.jpg@s_1,w_300,h_300",24万,宛如诗词歌赋的古风曲,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/27c4a326861f4e4fb9e4d21117bd9b5b.jpg@s_1,w_300,h_300",24万,宛如诗词歌赋的古风曲,by , 黑金时代
"http://hiphotos.qianqian.com/ting/pic/item/b64543a98226cffcd423bab9bf014a90f603eab4.jpg@s_1,w_300,h_300",10万,用一首歌的时间，结束一段长情,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/b64543a98226cffcd423bab9bf014a90f603eab4.jpg@s_1,w_300,h_300",10万,用一首歌的时间，结束一段长情,by , 太合音乐人
"http://musicugc.qianqian.com/ugcdiy/pic/ece3e2e8de89e3f45166a31f938581da.jpg@s_1,w_300,h_300",5万,孤独的旅行青蛙，音乐伴你同行,by , 你妹是个好姑娘,"http://musicugc.qianqian.com/ugcdiy/pic/ece3e2e8de89e3f45166a31f938581da.jpg@s_1,w_300,h_300",5万,孤独的旅行青蛙，音乐伴你同行,by , 你妹是个好姑娘
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/72729870dcc12759bedeedcbdfa3c9e4.jpg@s_1,w_300,h_300",3万,魔性BGM（金曲）大放送：哪些让你过耳不..,by , 徐良L,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/72729870dcc12759bedeedcbdfa3c9e4.jpg@s_1,w_300,h_300",3万,魔性BGM（金曲）大放送：哪些让你过耳不..,by , 徐良L
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e42b0dc4e2424489ee261b50e88ba9c2.jpg@s_1,w_300,h_300",6万,没有你的旅途没有意义,by , shaozhuo111,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e42b0dc4e2424489ee261b50e88ba9c2.jpg@s_1,w_300,h_300",6万,没有你的旅途没有意义,by , shaozhuo111
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8d707da7e7c29d013a6a89b784fd0661.jpg@s_1,w_300,h_300",38万,在那片草原站着等你三千年,by , 竹外桃花三两枝,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8d707da7e7c29d013a6a89b784fd0661.jpg@s_1,w_300,h_300",38万,在那片草原站着等你三千年,by , 竹外桃花三两枝
"http://hiphotos.qianqian.com/ting/pic/item/55e736d12f2eb93886682c4dd6628535e5dd6f03.jpg@s_1,w_300,h_300",24万,中文说唱,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/55e736d12f2eb93886682c4dd6628535e5dd6f03.jpg@s_1,w_300,h_300",24万,中文说唱,by , 太合音乐人
"http://musicugc.qianqian.com/ugcdiy/pic/24f53d4b344460c66700ec7a8bb87579.jpg@s_1,w_300,h_300",8万,经典古诗词改编而成的歌曲,by , 繁花过眼开一季,"http://musicugc.qianqian.com/ugcdiy/pic/24f53d4b344460c66700ec7a8bb87579.jpg@s_1,w_300,h_300",8万,经典古诗词改编而成的歌曲,by , 繁花过眼开一季
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/115fb9d502366215b388c3b9280d4200.jpg@s_1,w_300,h_300",5万,许嵩，音乐才子的独白,by , 泡泡芭比糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/115fb9d502366215b388c3b9280d4200.jpg@s_1,w_300,h_300",5万,许嵩，音乐才子的独白,by , 泡泡芭比糖
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_eb09636b8ceff35e6fa9fda13728c316.jpg@s_1,w_300,h_300",4万,这个歌单很悲伤,by , 爱听黑炮的兔子哥,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_eb09636b8ceff35e6fa9fda13728c316.jpg@s_1,w_300,h_300",4万,这个歌单很悲伤,by , 爱听黑炮的兔子哥
"http://musicugc.qianqian.com/ugcdiy/pic/7e2631559d0c677dab618a021288741f.jpg@s_1,w_300,h_300",7万,时光机，请带我回到那一年,by , 熊本boy,"http://musicugc.qianqian.com/ugcdiy/pic/7e2631559d0c677dab618a021288741f.jpg@s_1,w_300,h_300",7万,时光机，请带我回到那一年,by , 熊本boy
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5a62d30b8fdf4ddb3e62d20b35027c6f.jpg@s_1,w_300,h_300",3万,欢迎来到我们的二次元世界,by , 熊本boy,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5a62d30b8fdf4ddb3e62d20b35027c6f.jpg@s_1,w_300,h_300",3万,欢迎来到我们的二次元世界,by , 熊本boy
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ba3ebbd542c5516583f57c0b7d3490e7.jpg@s_1,w_300,h_300",13万,伤感男声，唱的如此深情,by , 当我想你的那一秒,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ba3ebbd542c5516583f57c0b7d3490e7.jpg@s_1,w_300,h_300",13万,伤感男声，唱的如此深情,by , 当我想你的那一秒
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0078b2bb39764de725b2171d0e33a486.jpg@s_1,w_300,h_300",13万,独吟一曲古风情,by , Tai乐之声,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0078b2bb39764de725b2171d0e33a486.jpg@s_1,w_300,h_300",13万,独吟一曲古风情,by , Tai乐之声
"http://musicugc.qianqian.com/ugcdiy/pic/fdf9fcbe5aaae51e048cd044a19c16ae.jpg@s_1,w_300,h_300",8万,那年我们一起听过的校园民谣,by , 爱上喵星人,"http://musicugc.qianqian.com/ugcdiy/pic/fdf9fcbe5aaae51e048cd044a19c16ae.jpg@s_1,w_300,h_300",8万,那年我们一起听过的校园民谣,by , 爱上喵星人
"http://musicugc.qianqian.com/ugcdiy/pic/9079cec0e3a0db82ed42031573dd61e6.jpg@s_1,w_300,h_300",4万,他们的声音、似寒冬里的一股暖流,by , 陌咩咩,"http://musicugc.qianqian.com/ugcdiy/pic/9079cec0e3a0db82ed42031573dd61e6.jpg@s_1,w_300,h_300",4万,他们的声音、似寒冬里的一股暖流,by , 陌咩咩
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8fb25b3358501dd9b3db458d9674e22c.jpg@s_1,w_300,h_300",5万,『清新摇滚』自由之风 缱绻耳畔的悸动,by , 爱上喵星人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8fb25b3358501dd9b3db458d9674e22c.jpg@s_1,w_300,h_300",5万,『清新摇滚』自由之风 缱绻耳畔的悸动,by , 爱上喵星人
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_b13648dba8bb60acfe100c1ae2286cae.jpg@s_1,w_300,h_300",13万,午后阳光里的温柔小调,by , 带着音乐去旅行,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_b13648dba8bb60acfe100c1ae2286cae.jpg@s_1,w_300,h_300",13万,午后阳光里的温柔小调,by , 带着音乐去旅行
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/90224c3277710154ee988110557017e7.jpg@s_1,w_300,h_300",8万,听着舒服，我就是喜欢跟着哼唱,by , 我是你的小宝宝,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/90224c3277710154ee988110557017e7.jpg@s_1,w_300,h_300",8万,听着舒服，我就是喜欢跟着哼唱,by , 我是你的小宝宝
"http://hiphotos.qianqian.com/ting/pic/item/838ba61ea8d3fd1f42d73ac0334e251f94ca5f69.jpg@s_1,w_300,h_300",28万,无聊的时候要听歌,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/838ba61ea8d3fd1f42d73ac0334e251f94ca5f69.jpg@s_1,w_300,h_300",28万,无聊的时候要听歌,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0de6d983761ef5079b37e55c8e14a078.jpg@s_1,w_300,h_300",6万,华夏之乐章，尽在国风,by , 太合音乐人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0de6d983761ef5079b37e55c8e14a078.jpg@s_1,w_300,h_300",6万,华夏之乐章，尽在国风,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7d3cd7b66f938a4fd324c2b3efee49ae.jpg@s_1,w_300,h_300",47万,2016热门影视金曲大赏,by , 歌单实验室,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7d3cd7b66f938a4fd324c2b3efee49ae.jpg@s_1,w_300,h_300",47万,2016热门影视金曲大赏,by , 歌单实验室
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b242314bcd188d03767fee9008ff73d1.jpg@s_1,w_300,h_300",3万,这些病，吃药是治不好的,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b242314bcd188d03767fee9008ff73d1.jpg@s_1,w_300,h_300",3万,这些病，吃药是治不好的,by , icon迷妹
"http://hiphotos.qianqian.com/ting/pic/item/83025aafa40f4bfb517eea31044f78f0f736182c.jpg@s_1,w_300,h_300",26万,春光裁出好歌谣,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/83025aafa40f4bfb517eea31044f78f0f736182c.jpg@s_1,w_300,h_300",26万,春光裁出好歌谣,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ab1e6a77d58c32c6f5d02c0844437032.jpg@s_1,w_300,h_300",14万,古风|疏影清浅，暗香浮动,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ab1e6a77d58c32c6f5d02c0844437032.jpg@s_1,w_300,h_300",14万,古风|疏影清浅，暗香浮动,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2ce8f02d0c1079a0ac38cae173fe6040.jpg@s_1,w_300,h_300",4万,当诗遇上歌，歌唱成诗,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2ce8f02d0c1079a0ac38cae173fe6040.jpg@s_1,w_300,h_300",4万,当诗遇上歌，歌唱成诗,by , 麦芽糖糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/128416c97256329dc5c1ee9662ddb335.jpg@s_1,w_300,h_300",5万,风里曾相见，那时杏花疏影,by , 洛萌喵喵,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/128416c97256329dc5c1ee9662ddb335.jpg@s_1,w_300,h_300",5万,风里曾相见，那时杏花疏影,by , 洛萌喵喵
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e4e9d3e5ce72822bcbe31370ee6eaee2.jpg@s_1,w_300,h_300",5万,唯美少女与爱不可辜负,by , 太合音乐人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e4e9d3e5ce72822bcbe31370ee6eaee2.jpg@s_1,w_300,h_300",5万,唯美少女与爱不可辜负,by , 太合音乐人
"http://musicugc.qianqian.com/ugcdiy/pic/7bacf26ef3dccc77f55ceb64fe14c247.jpg@s_1,w_300,h_300",6万,朋友，不试试坐下来聆听音乐么,by , 陌咩咩,"http://musicugc.qianqian.com/ugcdiy/pic/7bacf26ef3dccc77f55ceb64fe14c247.jpg@s_1,w_300,h_300",6万,朋友，不试试坐下来聆听音乐么,by , 陌咩咩
"http://hiphotos.qianqian.com/ting/pic/item/8ad4b31c8701a18b9cb0dfcf9f2f07082938fed3.jpg@s_1,w_300,h_300",50万,悠悠中国风,by , 熊本boy,"http://hiphotos.qianqian.com/ting/pic/item/8ad4b31c8701a18b9cb0dfcf9f2f07082938fed3.jpg@s_1,w_300,h_300",50万,悠悠中国风,by , 熊本boy
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ca32bd889bc3924592f78f2df6f9ab30.jpg@s_1,w_300,h_300",5万,愚人节 | 盘点二十大逗比神曲,by , 你妹是个好姑娘,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ca32bd889bc3924592f78f2df6f9ab30.jpg@s_1,w_300,h_300",5万,愚人节 | 盘点二十大逗比神曲,by , 你妹是个好姑娘
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/243c081fcc25a503d290b877b0844136.jpg@s_1,w_300,h_300",10万,治愈 || 歌词比我更懂你,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/243c081fcc25a503d290b877b0844136.jpg@s_1,w_300,h_300",10万,治愈 || 歌词比我更懂你,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7892eb8296d4ca1ba4317b549731d754.jpg@s_1,w_300,h_300",6万,一切都好，只是你不在,by , 你妹是个好姑娘,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7892eb8296d4ca1ba4317b549731d754.jpg@s_1,w_300,h_300",6万,一切都好，只是你不在,by , 你妹是个好姑娘
"http://hiphotos.qianqian.com/ting/pic/item/d62a6059252dd42a16de24e3073b5bb5c8eab8a6.jpg@s_1,w_300,h_300",46万,春风吹，暖洋洋,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/d62a6059252dd42a16de24e3073b5bb5c8eab8a6.jpg@s_1,w_300,h_300",46万,春风吹，暖洋洋,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cd5cc0f23a73f05c4d15051856e3ea39.jpg@s_1,w_300,h_300",4万,和你分享糖果般甜蜜的歌,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cd5cc0f23a73f05c4d15051856e3ea39.jpg@s_1,w_300,h_300",4万,和你分享糖果般甜蜜的歌,by , 黑金时代
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/149a4f0e2f7d1e29f29e1520f567e7cc.jpg@s_1,w_300,h_300",5万,早春二月不过一棵树,by , 熊本boy,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/149a4f0e2f7d1e29f29e1520f567e7cc.jpg@s_1,w_300,h_300",5万,早春二月不过一棵树,by , 熊本boy
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_ef4588ac7531ab665fec6183d932ccd7.jpg@s_1,w_300,h_300",15万,高考,by , 我装个比怎么了,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_ef4588ac7531ab665fec6183d932ccd7.jpg@s_1,w_300,h_300",15万,高考,by , 我装个比怎么了
"http://musicugc.qianqian.com/ugcdiy/pic/17d264eef1f9f07441f1fe98ceff34c1.jpg@s_1,w_300,h_300",17万,抒情华语，歌词更懂心,by , 爱吃饭团的小泽泽,"http://musicugc.qianqian.com/ugcdiy/pic/17d264eef1f9f07441f1fe98ceff34c1.jpg@s_1,w_300,h_300",17万,抒情华语，歌词更懂心,by , 爱吃饭团的小泽泽
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/30f070a22ead4b88e425c5089e1f7e54.jpg@s_1,w_300,h_300",5万,华语爵士， 魔力之盒,by , 陌咩咩,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/30f070a22ead4b88e425c5089e1f7e54.jpg@s_1,w_300,h_300",5万,华语爵士， 魔力之盒,by , 陌咩咩
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/016f4a10260b655e56af6fa9511a74f0.jpg@s_1,w_300,h_300",1万,我知道风里有诗句,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/016f4a10260b655e56af6fa9511a74f0.jpg@s_1,w_300,h_300",1万,我知道风里有诗句,by , 麦芽糖糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0f1a9d406eee462f8d8c31f3db25bc27.jpg@s_1,w_300,h_300",3万,薄荷味说唱，清新入耳一整天,by , 繁花过眼开一季,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0f1a9d406eee462f8d8c31f3db25bc27.jpg@s_1,w_300,h_300",3万,薄荷味说唱，清新入耳一整天,by , 繁花过眼开一季
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d5906b4c46fec23120384db6529a7195.jpg@s_1,w_300,h_300",6万,你的名字，是一封最短的情书,by , 歌单实验室,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d5906b4c46fec23120384db6529a7195.jpg@s_1,w_300,h_300",6万,你的名字，是一封最短的情书,by , 歌单实验室
"http://musicugc.qianqian.com/ugcdiy/pic/688a4cfc81ee7af50bf7d656153b6a11.jpg@s_1,w_300,h_300",2万,关于故乡的歌，哪一首是你的家？,by , 带着音乐去旅行,"http://musicugc.qianqian.com/ugcdiy/pic/688a4cfc81ee7af50bf7d656153b6a11.jpg@s_1,w_300,h_300",2万,关于故乡的歌，哪一首是你的家？,by , 带着音乐去旅行
